Letter,Drug Name,Price,Prescription Required (hkt-küb),Prosp,Active Ingredient,ATC Code,Prescription Status,Pharmaceutical Company,Barcode,Last Update Date,Detail Page URL,Nasıl Kullanılmalı?,Hangi Hastalıklar İçin Kullanılır?
B,BIOFLEKS %20 MANNITOL ENJEKTABL SOLUSYONU 100 ML SETSIZ,"62,37",No,No,,MANNITOL,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693072,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %20 MANNITOL ENJEKTABL SOLUSYONU 500 ML SETLI,"113,62",Yes,No,,MANNITOL,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694239,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %20 MANNITOL ENJEKTABL SOLUSYONU 500 ML SETSIZ,"113,62",Yes,No,,MANNITOL,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698268,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %3 HIPERTONIK SODYUM KLORUR SOL 150 ML(PVC TORBA) SETLI,"78,13",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788691559,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %3 HIPERTONIK SODYUM KLORUR SOL 150 ML(PVC TORBA) SETSIZ,"57,86",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788691757,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYONU (PVC TORBA) 250 ML SETLI","67,85",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692549,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR ENJEKTABL SOL (PVC TORBA) 1000 ML SETLI","83,89",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696042,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR ENJEKTABL SOL (PVC TORBA) 250 ML SETLI","67,85",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692556,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR ENJEKTABL SOL (PVC TORBA) 500 ML SETLI","81,17",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694055,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ %0.2 SODYUM KLORUR 250 ML SOLUSYON (PVC TORBA) SETSIZ,"55,79",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692044,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ %0.2 SODYUM KLORUR 500 ML SOLUSYON (PVC TORBA) SETSIZ,"67,39",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698046,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ %0.2 SODYUM KLORUR SOLUSYONU (PVC TORBA) 500 ML SETLI,"79,46",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694048,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ %0.45 1000 ML SOLUSYON (PVC TORBA) SETSIZ,"82,76",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697537,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ %0.45 NACL 250 ML SOLUSYON (PVC TORBA) SETSIZ,"55,79",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692075,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ 100 ML SOLUSYON (PVC TORBA) SETSIZ,"60,67",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693010,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ 1000 ML SOLUSYON (PVC TORBA) SETSIZ,"106,79",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697506,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ 150 ML SOLUSYON (PVC TORBA) SETSIZ,"74,89",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788691719,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ 250 ML SOLUSYON (PVC TORBA) SETSIZ,"79,60",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692013,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ 500 ML SOLUSYON (PVC TORBA) SETSIZ,"97,60",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698015,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ IZOTONIK SODYUM KLORUR SOL (PVC TORBA) 1000 ML SETLI,"80,77",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696110,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ IZOTONIK SODYUM KLORUR SOL (PVC TORBA) 1000 ML SETSIZ,"76,44",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697650,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ IZOTONIK SODYUM KLORUR SOL (PVC TORBA) 500 ML SETLI,"74,58",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694147,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ IZOTONIK SODYUM KLORUR SOL (PVC TORBA) 500 ML SETSIZ,"61,63",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698251,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ RINGER LAKTAT 500 ML SOLUSYON (PVC TORBA) SETSIZ,"68,93",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698077,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ RINGER LAKTAT ENJEKTABL SOL (PVC TORBA) 1000 ML SETLI,"81,64",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696080,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ RINGER LAKTAT ENJEKTABL SOL (PVC TORBA) 1000 ML SETSIZ,"80,19",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697575,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ RINGER LAKTAT ENJEKTABL SOL (PVC TORBA) 500 ML SETLI,"82,37",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694079,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ SUDAKI SOL (PVC TORBA) 100 ML SETLI,"58,54",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788699012,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ SUDAKI SOL (PVC TORBA) 1000 ML SETLI,"81,85",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696011,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ SUDAKI SOL (PVC TORBA) 150 ML SETLI,"61,63",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788691511,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ SUDAKI SOL (PVC TORBA) 250 ML SETLI,"67,85",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692518,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ SUDAKI SOL (PVC TORBA) 50 ML SETLI,"54,75",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788690514,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ SUDAKI SOL (PVC TORBA) 500 ML SETLI,"80,76",No,No,,DEKSTROZ,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694017,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS %5 DEKSTROZ%0.45 500 ML SOLUSYON (PVC TORBA) SETSIZ,"69,82",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698053,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS 20MEQ/L KCL %5 DEK 100 ML SOLUSYON SETSIZ,"45,98",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693065,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS 30MEQ/L KCL %5 DEK 100 ML SOLUSYON SETSIZ,"45,98",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693096,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS 40MEQ/L KCL %5 DEK 100 ML SOLUSYON SETSIZ,"45,98",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693089,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS DEKSTRAN 40 %5 DEKSTROZ SOL (PVC TORBA) 500 ML SETLI,"112,72",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694178,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS DEKSTRAN 40 %5 DEKSTROZ SOL (PVC TORBA) 500 ML SETSIZ,"106,15",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698220,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS DEKSTRAN-40 IZOTONIK SODYUM KLORUR SOL (PVC TORBA) 500 ML SETLI,"369,57",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694093,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS ISOLEKS-S PH7.4 1000ML SOLUSYON (PVC TORBA) SETSIZ,"80,77",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697568,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS DENGELI ELEKTROLIT SOL (PVC TORBA) 1000 ML SETLI,"83,05",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696103,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS DENGELI ELEKTROLIT SOL (PVC TORBA) 1000 ML SETSIZ,"82,37",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697599,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS DENGELI ELEKTROLIT SOL (PVC TORBA) 500 ML SETLI,"79,13",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694130,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS DENGELI ELEKTROLIT SOL (PVC TORBA) 500 ML SETSIZ,"67,09",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698138,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-M %5 DEKS 250 ML SOLUSYON SETSIZ,"67,39",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692051,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-M %5 DEKSTROZ BIOSEL SOL (PVC TORBA) 1000 ML SETLI,"85,07",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696066,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-M %5 DEKSTROZ BIOSEL SOL 250 ML SETLI,"79,46",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692563,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-M %5 DEKSTROZ BIOSEL SOL 500 ML SETLI,"82,44",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694086,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-M %5DEKS 1000 ML SOLUSYON (PVC TORBA) SETSIZ,"96,92",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697551,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-M %5DEKS 500 ML SOLUSYON SETSIZ,"85,01",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698084,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-P %5 DEKSTROZ SOL 250 ML SETLI,"77,97",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692532,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-P %5 DEKSTROZ SOL 500 ML SETLI,"81,17",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694031,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-S PH7.4 500 ML SOLUSYON (PVC TORBA) SETSIZ,"74,11",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698114,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-S Ph 7.4 SOL (PVC TORBA) 1000 ML SETLI,"83,51",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696073,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEKS-S Ph 7.4 SOL (PVC TORBA) 500 ML SETLI,"79,17",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694109,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEX-P 250 ML SOLUSYON SETSIZ,"65,82",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692037,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOLEX-P 500 ML SOLUSYON SETSIZ,"83,05",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698039,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOMIX 1/3 250 ML SOLUSYON SETSIZ,"63,66",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692068,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOMIX 1/3 ENJEKTABL SOL 250 ML SETLI,"75,16",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788692570,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOMIX 1/3 ENJEKTABL SOL 500 ML SETLI,"75,69",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694185,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS IZOMIX 1/3 ENJEKTABL SOL 500 ML SETSIZ,"89,35",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698183,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOFLEKS METROSEL %0,5 INTRAVENOZ PERFUZYON SOL 100 ML SETLI","80,19",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788699050,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOFLEKS METROSEL %0,5 INTRAVENOZ PERFUZYON SOL 100 ML SETSIZ","70,54",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693058,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER 1000 ML SOLUSYON SETSIZ,"82,37",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697520,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER 2000 ML SOLUSYON SETSIZ,"100,81",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788691405,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER ENJEKTABL SOL 1000 ML SETLI,"81,70",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696035,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER ENJEKTABL SOL 2000 ML SETLI,"113,62",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697018,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER LAKTAT 1000 ML SOLUSYON SETSIZ,"82,66",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697544,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER LAKTAT 2000 ML SOLUSYON SETSIZ,"107,38",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788691412,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER LAKTAT 500 ML SOLUSYON SETSIZ,"67,39",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788698060,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER LAKTAT ENJEKTABL SOL 1000 ML SETLI,"113,62",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788696059,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER LAKTAT ENJEKTABL SOL 2000 ML SETLI,"110,80",No,No,,SERUM,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788697025,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS RINGER LAKTAT ENJEKTABL SOL 500 ML SETLI,"112,63",No,No,,,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788694062,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS TEOSEL-200 ENJEKTABL SOLUSYONU 100 ML SETLI,"70,84",No,No,teofilin,R03DA04,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788699043,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOFLEKS TEOSEL-200 ENJEKTABL SOLUSYONU 100 ML SETSIZ,"90,43",No,No,teofilin,R03DA04,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788693041,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOGAIA 1X108 CFU/5 DAMLA, SUSPANSIYON (5 ML)","509,61",Yes,No,laktobasil reuteri,L03AX04,Reçetesiz ile satılır.,EİP ECZACIBAŞI İLAÇ PAZARLAMA A.Ş.,8699586592492,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOKADIN VAG 0,2 GR 14 SUPOZITUAR","154,86",Yes,No,iodine vajinal,G01AX11,Beyaz Reçete ile satılır.,KANSUK LABORATUARI SANAYİ VE TİCARET A.Ş.,8699535890068,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIOKADIN VAG 0,2 GR 14 SUPOZITUAR","154,86",Yes,No,,,,,,,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOMENT BID 200/28 ORAL 70 ML SUSPANSIYON,"113,62",Yes,No,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638284375,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOMENT BID FORTE 400/57 70 ML ORAL SUSPANSIYON,"113,62",Yes,No,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638284382,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOSHINE 5000 MCG SERT KAPSUL (30 KAPSUL),"189,04",Yes,No,biotin (vitamin B7),A11HA05,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8697936153508,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BIOXININ FORTE %5 DERI SPREYI 60 ML,"673,93",Yes,No,minoksidil,D11AX01,Reçetesiz ile satılır.,BİOTA BİTKİSEL İLAÇ VE KOZMETİK LABORATUARLARI A.Ş.,8697432094978,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,"BIRIGLO %0,15 GOZ DAMLASI, COZELTI (5 ML)","450,56",Yes,No,brimonidin tartarat,S01EA05,Beyaz Reçete ile satılır.,SABA İLAÇ SANAYİİ VE TİCARET ANONİM ŞİRKETİ,8699511612325,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BITAZOL 500 MG/3 ML INFUZYONLUK COZELTI (1 AMPUL),"71,21",Yes,No,ornidazol,P01AB03,Beyaz Reçete ile satılır.,MENARİNİ SAĞLIK VE İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8699508750757,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
B,BITERAL 250 MG 20 FİLM KAPLI TABLET,"241,20",Yes,No,ornidazol,P01AB03,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525094667,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
